dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
antique,2500918,summarization_with_t5-base,naturality,how do you cure poison oak and poison ivy,poison oak and poison iv,TRUE,TRUE
antique,2522067,summarization_with_t5-base,naturality,why are liberals incapable of identifying and confronting evil,warum are liberals incapable of,FALSE,FALSE
antique,2534994,summarization_with_t5-base,naturality,what is the meaning of my first name andrei,andrei is a,FALSE,FALSE
antique,2543919,summarization_with_t5-base,naturality,what is the easiest way to make chocolate mousse,chocolate mousse is the easiest way to,FALSE,FALSE
antique,2546730,summarization_with_t5-base,naturality,what quality of which is inherently contained in the question why,what quality of which is inherently,FALSE,FALSE
antique,2550445,summarization_with_t5-base,naturality,why do teens today find it amusing to tear one another apart,why do teens today find it am,FALSE,FALSE
antique,2571912,summarization_with_t5-base,naturality,if a coin is tossed twice  what is the probability of getting heads both times,a coin is tossed twice,FALSE,FALSE
antique,2573745,summarization_with_t5-base,naturality,how did african american women get the right to vote,how did african american women get,FALSE,FALSE
antique,2573803,summarization_with_t5-base,naturality,how do you get rid of sweat stains on clothes,how do you get rid of sweat,FALSE,FALSE
antique,2587810,summarization_with_t5-base,naturality,what happens to bile salts when gallbladder has been removed,gallbladder removed from gall,FALSE,FALSE
antique,2613648,summarization_with_t5-base,naturality,how can i strengthen my eyes,how can i strengthen,FALSE,FALSE
antique,2620488,summarization_with_t5-base,naturality,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,egg compartment in most fridges has,FALSE,FALSE
antique,2632334,summarization_with_t5-base,naturality,on the most fundamental level  why is killing other humans bad,on the most fundamental level,FALSE,FALSE
antique,263783,summarization_with_t5-base,naturality,what affects did watergate have on the presidency,what effects did watergate have on,FALSE,FALSE
antique,2677193,summarization_with_t5-base,naturality,what does the phrase  take no prisoners  mean,take no prisoners  is,TRUE,TRUE
antique,2678484,summarization_with_t5-base,naturality,what is the mean of bibliography,what is the mean of,FALSE,FALSE
antique,2678635,summarization_with_t5-base,naturality,why do husky s have coloful eyes then other dogs,husky s have,FALSE,FALSE
antique,2689609,summarization_with_t5-base,naturality,why do people ignore global issues,why do people ignore global,FALSE,FALSE
antique,2700836,summarization_with_t5-base,naturality,how do you wire an 800 watt inverter,how do you wire an,FALSE,FALSE
antique,2704,summarization_with_t5-base,naturality,why does it seem that no matter how hard you try,why does it seem that,FALSE,FALSE
antique,2735795,summarization_with_t5-base,naturality,how to decrease weight 100kg to 70kg,how to decrease weight 100,TRUE,TRUE
antique,2764765,summarization_with_t5-base,naturality,how to study 17 18 hrs a day give me practical tips,how to study 17 18 hrs,TRUE,TRUE
antique,2776069,summarization_with_t5-base,naturality,what is taj mahal,taj mahal,TRUE,TRUE
antique,278043,summarization_with_t5-base,naturality,how is splitting a laser beam dangerous,splitting a laser beam is dangerous,TRUE,TRUE
antique,2858043,summarization_with_t5-base,naturality,how do you stop bad feelings toward the people,how do you stop bad feelings toward,FALSE,FALSE
antique,2891885,summarization_with_t5-base,naturality,why does everone want a horse,everone wants a horse,TRUE,TRUE
antique,2897078,summarization_with_t5-base,naturality,how to get rid of stript throat,stript throat  how to get,FALSE,FALSE
antique,2901754,summarization_with_t5-base,naturality,how are fico scores calculated,how are fico scores,FALSE,FALSE
antique,2910592,summarization_with_t5-base,naturality,how do i get rid of pink eye quick at home,how do i get,FALSE,FALSE
antique,2942624,summarization_with_t5-base,naturality,why do random strangers keep asking me what ethnicity i am,random strangers keep asking me what,FALSE,FALSE
antique,2961191,summarization_with_t5-base,naturality,what is ogopogo,ogopogo is,TRUE,TRUE
antique,3083719,summarization_with_t5-base,naturality,how do you safely wean a person off risperidal,how do you safely wean,FALSE,FALSE
antique,3104841,summarization_with_t5-base,naturality,how do you take care of hamster gigy pig,hamster gigy,FALSE,FALSE
antique,3118286,summarization_with_t5-base,naturality,how to reduce crime and violence,crime and violence,FALSE,FALSE
antique,3124162,summarization_with_t5-base,naturality,how can i get rid of a sinus infection without medication,how can i get,FALSE,FALSE
antique,3152714,summarization_with_t5-base,naturality,i m a black women and don t like hair under arms or private area but always get razor bumps how can i prevent,i m a black,FALSE,FALSE
antique,3159749,summarization_with_t5-base,naturality,what is the difference between organic and inorganic eggs,organic and inorganic eggs are,FALSE,FALSE
antique,3172166,summarization_with_t5-base,naturality,does any one know how to find out about an insurance claim,do you know how to find out,FALSE,FALSE
antique,317469,summarization_with_t5-base,naturality,how can i get rid off my pimples white black heads  and oiliness of my face,pimples  white black,FALSE,FALSE
antique,3178012,summarization_with_t5-base,naturality,why do we find bricks in toilets,bricks are a common problem,FALSE,FALSE
antique,3211282,summarization_with_t5-base,naturality,i dont have any friands on yahoo how do i get some,i dont have any friand,FALSE,FALSE
antique,3272207,summarization_with_t5-base,naturality,how to make pineapple upsidedown cake germain chocolate cake,pineapple upsidedown cake germain,FALSE,FALSE
antique,3280274,summarization_with_t5-base,naturality,what is a schnitzel,schnitzel  what,FALSE,FALSE
antique,332662,summarization_with_t5-base,naturality,what is sosiology,sosiology is a,TRUE,TRUE
antique,3374970,summarization_with_t5-base,naturality,what is the correct form  i wear glasses or i am wearing glasses and why,glasses or i am wearing glasses,FALSE,FALSE
antique,3382182,summarization_with_t5-base,naturality,is more difficult to train a male versus a female,training a male versus,FALSE,FALSE
antique,344029,summarization_with_t5-base,naturality,what does bmr stand for when you are talking about health and what is bmr,bmr stands for,TRUE,TRUE
antique,3470651,summarization_with_t5-base,naturality,how do i get rid of static shock electricity,how do i get,FALSE,FALSE
antique,348777,summarization_with_t5-base,naturality,why would a child s psychologist recommend hospitalization to develop social skills,a child s psychologist would,FALSE,FALSE
antique,3495304,summarization_with_t5-base,naturality,how can i find a diabetic freind,how can i find,FALSE,FALSE
antique,3507499,summarization_with_t5-base,naturality,tell me the difference between revenge and vengeance,tell me the difference between,FALSE,FALSE
antique,3556937,summarization_with_t5-base,naturality,how is lava made,lava   how is,FALSE,FALSE
antique,358253,summarization_with_t5-base,naturality,why do wiccans believe that they have magical powers when they don t ever produce any magic,wiccans believe they,FALSE,FALSE
antique,3608433,summarization_with_t5-base,naturality,how fast is the chicago transit authority train,chicago transit authority train is,FALSE,FALSE
antique,3617468,summarization_with_t5-base,naturality,how do yooh laugh,how do yo,FALSE,FALSE
antique,3626847,summarization_with_t5-base,naturality,what can  check engine  light signify in my 94 plymoth voyager,plymoth voyager,FALSE,FALSE
antique,363519,summarization_with_t5-base,naturality,how do you install a oil breather on a 1994 ford tempo,how do you install an oil breath,FALSE,FALSE
antique,3635284,summarization_with_t5-base,naturality,what is the procedure for getting a paternity test,paternity test  what is,TRUE,TRUE
antique,3651236,summarization_with_t5-base,naturality,what does the  21 mean,21  what does the,FALSE,FALSE
antique,3652886,summarization_with_t5-base,naturality,why isn t there a tool to suck up phlegm in your throat,why isn t there,FALSE,FALSE
antique,3690922,summarization_with_t5-base,naturality,how do u end a bad rep,how do u end,FALSE,FALSE
antique,3731489,summarization_with_t5-base,naturality,bulldog is aware of whats happening and trying to stop it  already at vet just waiting for blood work  ears fi,bulldog is aware of whats,FALSE,FALSE
antique,3738877,summarization_with_t5-base,naturality,if i had a bad breath what should i do,if i had a,FALSE,FALSE
antique,3752394,summarization_with_t5-base,naturality,why haven t muslims protested the terrorism by radical islam like they did the cartoon jihad,why haven t mus,FALSE,FALSE
antique,3814583,summarization_with_t5-base,naturality,why do only republicans defend martha stewart,why do only republicans,FALSE,FALSE
antique,3824106,summarization_with_t5-base,naturality,what happens when a young girl  young boy meet alone,girl   young boy meet alone,TRUE,TRUE
antique,3841762,summarization_with_t5-base,naturality,what is the most important number  and why,what is the most important number,FALSE,FALSE
antique,3884772,summarization_with_t5-base,naturality,how about a bumper sticker thats says,a bumper sticker that says,FALSE,FALSE
antique,3885753,summarization_with_t5-base,naturality,why are dead cockroaches always found lying on their backs instead of face down,dead cockroaches are,FALSE,FALSE
antique,3913653,summarization_with_t5-base,naturality,how can sexual desire be overcome,how can sexual desire be,FALSE,FALSE
antique,3958214,summarization_with_t5-base,naturality,how is light energy turned into heat energy,how is light energy turned,FALSE,FALSE
antique,3961,summarization_with_t5-base,naturality,how to stop rabbit from peeing on the floor,how to stop rabbit from,FALSE,FALSE
antique,397709,summarization_with_t5-base,naturality,how and what court should i take a driver who damaged my liability insurance car,how and what court should i,FALSE,FALSE
antique,4031702,summarization_with_t5-base,naturality,how to spice up our lovemaking,how to spice up our,FALSE,FALSE
antique,4032777,summarization_with_t5-base,naturality,why do american people put there animals on such a pedestal,u s  put animals,FALSE,FALSE
antique,4042061,summarization_with_t5-base,naturality,why do parakeets bounce up and down,warum do parakeet,FALSE,FALSE
antique,404359,summarization_with_t5-base,naturality,why is corruption high in the third world countries,warum is corruption high in the,FALSE,FALSE
antique,4048305,summarization_with_t5-base,naturality,why aren t there ever any guilty bystanders,why aren t there ever,FALSE,FALSE
antique,406082,summarization_with_t5-base,naturality,how do people build mussels on there biceps,how do people build mussels on,FALSE,FALSE
antique,4069320,summarization_with_t5-base,naturality,athiests  how did you find the light,athiests  how,FALSE,FALSE
antique,4165672,summarization_with_t5-base,naturality,how do we get up early in the morning without alarm,how do we get up early in,FALSE,FALSE
antique,4183127,summarization_with_t5-base,naturality,why are some americans so prudish when it comes to sex,why are some americans so,FALSE,FALSE
antique,4217473,summarization_with_t5-base,naturality,how do i remove the nude patch  v1 0 0 1022 from the sims 2 game,nude patch v1 0 0,FALSE,FALSE
antique,4237144,summarization_with_t5-base,naturality,why do we say   god bless you  when someone sneezes,bob greene  why do,FALSE,FALSE
antique,4262151,summarization_with_t5-base,naturality,how should a pregnant woman deal with morning sickness,how should a pregnant,FALSE,FALSE
antique,4287367,summarization_with_t5-base,naturality,how can ppl tell if they r bipolar,how can ppl tell,FALSE,FALSE
antique,4287894,summarization_with_t5-base,naturality,how long is the train ride from italy to finland,italy to finland,FALSE,FALSE
antique,4336509,summarization_with_t5-base,naturality,what is the purpose of running a fever,what is the purpose of running,FALSE,FALSE
antique,4387641,summarization_with_t5-base,naturality,how do i keep my cat from scratching my leather couch,how do i keep,FALSE,FALSE
antique,4400543,summarization_with_t5-base,naturality,why do some animals always have more than one baby   some animals don t,some animals always have more than one,FALSE,FALSE
antique,4450252,summarization_with_t5-base,naturality,what are the causes of college dropouts,college dropouts  what are,FALSE,FALSE
antique,461995,summarization_with_t5-base,naturality,why does my congregation complain about lenght of my  90 minute sermons,why does my congregation complain about le,FALSE,FALSE
antique,485408,summarization_with_t5-base,naturality,what can i do tonight,what can i do,FALSE,FALSE
antique,489705,summarization_with_t5-base,naturality,what are some unwritten rules while using a urinal,some unwritten rules while using,FALSE,FALSE
antique,511835,summarization_with_t5-base,naturality,how and why did the roman empire fell apart,roman empire fell apart,TRUE,TRUE
antique,514804,summarization_with_t5-base,naturality,why isn t there any military bases in the state of mississippi,mississippi has,FALSE,FALSE
antique,544869,summarization_with_t5-base,naturality,why is it so easy to be bad,why is it so easy,FALSE,FALSE
antique,546552,summarization_with_t5-base,naturality,if jimmy hoffa is found on the farm  how will it change american culture,jimmy hoffa,FALSE,FALSE
antique,566364,summarization_with_t5-base,naturality,what are caskets its so amazing how they are made,caskets are so amazing how,FALSE,FALSE
antique,595342,summarization_with_t5-base,naturality,what is there to expect when you turn 17,17 years old   what is,FALSE,FALSE
antique,643630,summarization_with_t5-base,naturality,how do you keep your parents from divorcing,how do you keep your,FALSE,FALSE
antique,66151,summarization_with_t5-base,naturality,why does the it seem the u s  has more serial killers than other countries,u s  has more,FALSE,FALSE
antique,684633,summarization_with_t5-base,naturality,what s the best asian and why,what s the best a,FALSE,FALSE
antique,727663,summarization_with_t5-base,naturality,why do pigs wallow in mud,pigs wallow in,FALSE,FALSE
antique,752633,summarization_with_t5-base,naturality,how  did you do  when there  was a bomb  while  you were  shopping  in  new york,bomb exploded while you were shopping,TRUE,TRUE
antique,763189,summarization_with_t5-base,naturality,why was  wearing the colour green considered a sign of madness,the colour green was considered a,FALSE,FALSE
antique,772988,summarization_with_t5-base,naturality,what is the difference between dressing and stuffing,what is the difference between dressing and,FALSE,FALSE
antique,844617,summarization_with_t5-base,naturality,how are dna and rna similar,dna and r,FALSE,FALSE
antique,884643,summarization_with_t5-base,naturality,in the constellation lyra  why are some of the stars labeled with the roman alphabet,some stars are labeled with,FALSE,FALSE
antique,913424,summarization_with_t5-base,naturality,why do i black out while i am driving,why do i black,FALSE,FALSE
antique,929821,summarization_with_t5-base,naturality,why do guys sniff their underwear,why do guys sniff their,FALSE,FALSE
antique,937635,summarization_with_t5-base,naturality,why do they put braille on a drive through atm,braille on drive through atm,FALSE,FALSE
antique,94629,summarization_with_t5-base,naturality,why receptors are good drug target,receptors are good drug target,FALSE,FALSE
antique,961127,summarization_with_t5-base,naturality,why do we put up with the heresies of science,why do we put up with the,FALSE,FALSE
antique,963523,summarization_with_t5-base,naturality,how to get mythral shards on kingdom hearts 2,kingdom hearts 2 shards,FALSE,FALSE
antique,98438,summarization_with_t5-base,naturality,where can i find a simplified explanation of how to use commas properly,commas should be used correctly,FALSE,FALSE
antique,986260,summarization_with_t5-base,naturality,what is currently the meaning of life,what is the meaning of,FALSE,FALSE
antique,993601,summarization_with_t5-base,naturality,why were black women abused sexually after the abolition of slavery in the us in 1865,black women abused sexually after,FALSE,FALSE
antique,1016750,summarization_with_t5-base_from_description_to_title,naturality,how do i erase all the contacts in my lg 6100 verizon phone at once,lg 6100 phone erase,TRUE,TRUE
antique,103298,summarization_with_t5-base_from_description_to_title,naturality,why precisely is foreign food considered ethnic,foreign food considered ethnic,TRUE,TRUE
antique,1034050,summarization_with_t5-base_from_description_to_title,naturality,why does the earth keep getting hotter and hotter every year,earth keeps getting hotter,TRUE,TRUE
antique,1037897,summarization_with_t5-base_from_description_to_title,naturality,why doesn t salt lake city have its own sub category,salt lake city sub category,TRUE,TRUE
antique,1051346,summarization_with_t5-base_from_description_to_title,naturality,why is it when people cross the street they do not look to see if traffic is coming,people cross street without looking for traffic,TRUE,TRUE
antique,1097878,summarization_with_t5-base_from_description_to_title,naturality,how to become smart,smarter,TRUE,TRUE
antique,1107012,summarization_with_t5-base_from_description_to_title,naturality,what does north by north west mean,north west,TRUE,TRUE
antique,1144768,summarization_with_t5-base_from_description_to_title,naturality,what is dark energy,dark energy,TRUE,TRUE
antique,114758,summarization_with_t5-base_from_description_to_title,naturality,why does christianity teach,christianity,TRUE,TRUE
antique,1158088,summarization_with_t5-base_from_description_to_title,naturality,why my neighbor s dog doesn t bark,neighbor s dog barks,TRUE,TRUE
antique,11706,summarization_with_t5-base_from_description_to_title,naturality,why not legalize  and tax prostitution,prostitution legal,TRUE,TRUE
antique,1184520,summarization_with_t5-base_from_description_to_title,naturality,why be an  a theist,a theist,TRUE,TRUE
antique,1188438,summarization_with_t5-base_from_description_to_title,naturality,why is there a fence runiing on the sides of the freeway in the middle of the desert up and over rough terrain,freeway fence runiing,FALSE,FALSE
antique,1191621,summarization_with_t5-base_from_description_to_title,naturality,how can some one so negative go to hevan  if there is one,hevan slam,FALSE,FALSE
antique,1211877,summarization_with_t5-base_from_description_to_title,naturality,how does playing pool deal with science,pool science,TRUE,TRUE
antique,1246269,summarization_with_t5-base_from_description_to_title,naturality,how does a pardon work,pardon,TRUE,TRUE
antique,1251077,summarization_with_t5-base_from_description_to_title,naturality,what is the term  take hight road  mean,take hight road,TRUE,TRUE
antique,126182,summarization_with_t5-base_from_description_to_title,naturality,how can i find out if i have a warrant without paying a fee,warrants,FALSE,FALSE
antique,1289770,summarization_with_t5-base_from_description_to_title,naturality,what is the definition of answer,answers to questions,TRUE,TRUE
antique,1295284,summarization_with_t5-base_from_description_to_title,naturality,how can we solve a problem,a problem,TRUE,TRUE
antique,1321784,summarization_with_t5-base_from_description_to_title,naturality,how do blackberry s recognize that they are in their holster,blackberry holster,TRUE,TRUE
antique,1341602,summarization_with_t5-base_from_description_to_title,naturality,what are some common causes of my cat s eye to be watery and drip clear fluid,cat s eye watery,TRUE,TRUE
antique,1398838,summarization_with_t5-base_from_description_to_title,naturality,what does  crunching numbers  mean,crunching numbers,TRUE,TRUE
antique,1423289,summarization_with_t5-base_from_description_to_title,naturality,why does my nextel turn off by itself,nextel turn off,TRUE,TRUE
antique,1440810,summarization_with_t5-base_from_description_to_title,naturality,what is the difference between hotmail and hotmale,hotmail and hotmale,TRUE,TRUE
antique,1443637,summarization_with_t5-base_from_description_to_title,naturality,how do you find info about a house s history that isn t  historical,a house history,TRUE,TRUE
antique,1450678,summarization_with_t5-base_from_description_to_title,naturality,why is my wang so enormous,wang,FALSE,FALSE
antique,1458676,summarization_with_t5-base_from_description_to_title,naturality,why do criminals go back to the scene of the crime,criminals go back to the scene,TRUE,TRUE
antique,1467322,summarization_with_t5-base_from_description_to_title,naturality,why do i keep coming on here asking stupid questions that dont really matter pray tell,why do i keep coming on,FALSE,FALSE